,entry_id,entity_id,accession
302007,5oec,2,Q13637
302008,5oed,1,Q6EAT3
302009,5oek,1,P10912
302010,5oel,1,P9WJF1
302011,5oez,1,O97193
302012,5of1,1,P54507
302013,5of3,2,Q9UWW1
302014,5of6,1,P25006
302015,5ofj,1,B9MKT7
302016,5ogf,1,P25006
302017,5ogg,1,P25006
302018,5qzk,1,P33334
302019,5qzt,1,P33334
302020,5qzx,1,P33334
302021,5qzy,2,P32357
302022,5qzz,2,P32357
302023,5r00,2,P32357
302024,5r0b,2,P32357
302025,5r0i,1,P33334
302026,5r0i,2,P32357
302027,5r0s,1,P33334
302028,5r0w,2,P32357
302029,5r12,2,P32357
302030,5r14,1,P33334
302031,5r14,2,P32357
302032,5r1e,2,P32357
302033,5r1p,1,P33334
302034,5r22,1,P11838
302035,5r24,1,P11838
302036,5r26,1,P11838
302037,5r2c,1,P11838
302038,5r2j,1,P11838
302039,5r2l,1,P11838
302040,5r2n,1,P11838
302041,5r37,1,P11838
302042,5r3i,1,P11838
302043,5r3w,1,P11838
302044,5r45,1,P00766
302045,5r48,1,P00766
302046,5r49,2,P00766
302047,5r4a,2,P00766
302048,5r4c,2,P00766
302049,5r4d,3,P00766
302050,5r4u,1,O43809
302051,5r4w,1,Q6PL18
302052,5ojq,1,P72350
302053,5ojv,1,K5BDL0
302054,5ojw,2,P53152
302055,5ok3,1,P25321
302056,5ok9,1,P31947
302057,5oke,1,W8QF82
302058,5okz,5,P53256
302059,5pp2,1,O95696
302060,5pp4,1,O95696
302061,5pp9,1,O95696
302062,5ppf,1,O95696
302063,5pph,1,O95696
302064,5ppn,1,O95696
302065,5ppz,1,O95696
302066,5q11,1,Q96RI1
302067,5q16,1,Q96RI1
302068,5q19,2,Q15788
302069,5qdm,1,P18031
302070,5qdw,1,P18031
302071,5qei,1,P18031
302072,5qel,1,P18031
302073,5qeu,1,P18031
302074,5qev,1,P18031
302075,5qf3,1,P18031
302076,5qf8,1,P18031
302077,5qfa,1,P18031
302078,5qff,1,P18031
302079,5qfg,1,P18031
302080,5qfo,1,P18031
302081,5qfr,1,P18031
302082,5qfs,1,P18031
302083,5qft,1,P18031
302084,5qg6,1,P18031
302085,5qgb,1,P18031
302086,5qgg,1,P0C024
302087,5qgh,1,P0C024
302088,5qgy,1,P0C024
302089,5qh3,1,P0C024
302090,5qh5,1,P0C024
302091,5qh7,1,P0C024
302092,5qha,1,P0C024
302093,5qhn,1,Q5T0W9
302094,5qhq,1,Q5T0W9
302095,5pfl,1,Q9UIF8
302096,5pfn,1,Q9UIF8
302097,5pft,1,Q9UIF8
302098,5pfv,1,Q9UIF8
302099,5pfz,1,Q9UIF8
302100,5pg9,1,Q9UIF8
302101,5pga,1,Q9UIF8
302102,5pgb,1,Q9UIF8
302103,5r9o,1,P47811
302104,5r9v,1,P47811
302105,5ra1,1,P47811
302106,5ra5,1,P47811
302107,5rab,1,Q7LBC6
302108,5rag,1,Q7LBC6
302109,5pz9,1,P23497
302110,5s1i,1,P0DTD1
302111,5s2d,1,P0DTD1
302112,5s2e,1,P0DTD1
302113,5s2k,1,P0DTD1
302114,5s32,1,P0DTD1
302115,5s33,1,P0DTD1
302116,5s35,1,P0DTD1
302117,5s3g,1,P0DTD1
302118,5s3h,1,P0DTD1
302119,5s3i,1,P0DTD1
302120,5s3j,1,P0DTD1
302121,5s3l,1,P0DTD1
302122,5s3p,1,P0DTD1
302123,5s3r,1,P0DTD1
302124,5s3v,1,P0DTD1
302125,5qke,1,P0AEG4
302126,5qkf,1,P0AEG4
302127,5qkg,1,P0AEG4
302128,5qkn,1,P0AEG4
302129,5qld,1,P0AEG4
302130,5qlm,1,P0AEG4
302131,5qlp,1,P0AEG4
302132,5qlr,1,P0AEG4
302133,5qlx,1,P0AEG4
302134,5qm1,1,P0AEG4
302135,5qm3,1,P0AEG4
302136,5qme,1,P0AEG4
302137,5qmj,1,P0AEG4
302138,5qmn,1,P0AEG4
302139,5qn7,1,P0AEG4
302140,5qn8,1,P0AEG4
302141,5qnr,1,P0AEG4
302142,5qo6,1,P0AEG4
302143,5qo8,1,P0AEG4
302144,5qpg,1,Q8WS26
302145,5qpn,1,Q8WS26
302146,5qpo,1,Q8WS26
302147,5qpu,1,Q8WS26
302148,5qqf,1,P63000
302149,5qqg,1,P63000
302150,5qqh,1,P63000
302151,5v2c,4,D0VWR8
302152,5v2c,8,P12240
302153,5v2u,1,P32021
302154,5v2w,1,Q8Z4D7
302155,5v2x,1,P32021
302156,5v2y,1,P32021
302157,5v33,2,P0C0Y8
302158,5v3a,1,A0A0Y5D4F5
302159,5v3o,1,Q16531
302160,5v40,1,I6X8D2
302161,5v42,1,I6X8D2
302162,5v44,1,Q9NZJ4
302163,5v47,1,G1KBF9
302164,5v49,1,Q38C91
302165,5v4b,1,P63208
302166,5v4v,1,P41816
302167,5v52,2,Q92692
302168,5vyh,1,K9N5Q8
302169,5vyj,1,P04711
302170,5vyt,1,F8WJP6
302171,5vz4,1,Q99988
302172,5vz4,2,Q6UXV0
302173,5vz5,1,P01889
302174,5vz5,2,P61769
302175,5vl9,1,E3G817
302176,5vlh,1,Q8NBP7
302177,5vli,2,P03452
302178,5vlo,1,Q13557
302179,5vlr,2,P27986
302180,5vly,1,P03615
302181,5tcp,1,P41786
302182,5tcs,2,P33895
302183,5tcs,3,Q04477
302184,5tcs,4,P40014
302185,5td9,1,P09104
302186,5tde,1,P53396
302187,5tdg,1,Q76VI8
302188,5tdh,2,P54311
302189,5tdm,2,P53396
302190,5tdr,1,P36124
302191,5tdu,4,Q00459
302192,5tdv,4,Q00459
302193,5te2,1,P0A4X7
302194,5te5,1,P02699
302195,5te8,1,P08684
302196,5teh,1,P00523
302197,5tet,1,P53396
302198,5tey,2,Q9HCE5
302199,5tf5,1,Q8N5Z0
302200,5uio,1,P0ABQ4
302201,5uj2,2,Q99IB8
302202,5ujf,1,P9WNX1
302203,5ujk,1,Q84FY8
302204,5ujo,1,Q9L5C8
302205,5tj5,1,P32563
302206,5tj5,2,P23968
302207,5tje,1,P01899
302208,5tjg,5,Q9EZJ8
302209,5tjn,1,P16442
302210,5tjw,1,Q1K9H2
302211,5tjz,1,P9WP23
302212,5tkc,1,Q8I8I2
302213,5tkj,3,P04578
302214,5tkq,1,P46952
302215,5tkr,1,B3VI55
302216,5vok,1,O43504
302217,5vov,2,Q71RJ2
302218,5vox,12,P25515
302219,5vox,13,P32563
302220,5voy,3,P22203
302221,5voy,4,P48836
302222,5voy,6,P39111
302223,5voy,14,Q3E7B6
302224,5voz,14,Q3E7B6
302225,5vp7,1,P01116
302226,5vp8,1,C3W5S0
302227,5u9m,2,P40202
302228,5u9q,1,C0HKF1
302229,5u9s,1,C0HKF0
302230,5ua4,1,P42485
302231,5ua7,1,C0HKF2
302232,5uac,1,P0A7Z4
302233,5uah,2,P0A8V2
302234,5uaj,3,P0A8T7
302235,5ual,3,P0A8T7
302236,5una,1,Q7L2J0
302237,5unc,1,A0A0A0V023
302238,5uno,1,P9WHR3
302239,5uns,1,P29476
302240,5unt,1,P29476
302241,5uo6,1,P29475
302242,5uoq,1,P14350
302243,5vfo,14,P28070
302244,5vfr,26,P35998
302245,5tye,1,Q9NP87
302246,5tyr,1,G0X8E8
302247,5tyx,1,Q9NP87
302248,5u51,1,Q5NHJ6
302249,5u5q,3,P16370
302250,5u5s,1,P25440
302251,5u5w,1,B3LRE1
302252,5u5z,1,B3LRE1
302253,5u6a,3,Q51918
302254,5u6b,1,P30530
302255,5u6f,1,E0QN07
302256,5u6k,1,Q6ZQF0
302257,5u6p,1,O60741
302258,5u6t,1,Q2IU02
302259,5u6y,1,P11275
302260,5u7j,1,O00408
302261,5tqq,1,E1B792
302262,5tqs,1,P08487
302263,5tr0,1,P08170
302264,5tr4,2,P0CG53
302265,5tr5,1,O60260
302266,5tre,2,Q07540
302267,5tro,1,A0A0H2WVW5
302268,5trq,1,A0A067YX61
302269,5trs,1,P9WHU1
302270,5w0c,1,P11712
302271,5w0k,1,P03231
302272,5w0k,5,P03205
302273,5w0u,1,Q9GZX7
302274,5w11,1,G2Q665
302275,5w13,1,Q6DRA1
302276,5w1a,2,P06742-2
302277,5w1b,1,P28796
302278,5tgi,1,Q9Y5X3
302279,5tgi,2,B7SCI5
302280,5tgj,1,Q9Y5X3
302281,5tgu,1,A0A059T4A1
302282,5tgx,1,A0A1S4NYF7
302283,5th1,2,A0A059T4A1
302284,5the,1,A7TMA9
302285,5thh,1,P54577
302286,5w30,1,Q0PB90
302287,5w36,1,P9WNW1
302288,5w38,1,P01860
302289,5w3l,3,P03303
302290,5w3m,5,P03303
302291,5w3s,1,F6RG56
302292,5w3x,1,A0A0S4VB05
302293,5w4g,1,P52293
302294,5w4n,1,A0A0J9X288
302295,5w4u,2,P08518
302296,5w56,1,A1B2F3
302297,5w59,2,P11362
302298,5w5c,5,P63041
302299,5uq1,2,Q5MJ70
302300,5uq4,1,P9WKH3
302301,5uq8,7,P0DOY8
302302,5uqd,1,Q9GRZ3
302303,5uqi,1,A0A0H2VCL5
302304,5uqv,1,Q93009
302305,5ur0,1,D2W142
302306,5ur2,1,Q6MNK1
302307,5urc,2,P68871
302308,5uxy,1,D0VX07
302309,5uy1,1,P0A3G2
302310,5uy5,1,Q56952
302311,5uyd,1,Q56952
302312,5uz0,1,P31939
302313,5uz4,17,P0A7T7
302314,5uz9,4,L7P7M1
302315,5u0p,2,Q9US45
302316,5u0p,7,Q9P6Q0
302317,5u0p,6,Q10317
302318,5u0s,20,O74825
302319,5u0y,1,P0AC13
302320,5u16,1,Q95460
302321,5u1b,1,Q51006
302322,5u1l,1,G1M6C4
302323,5u1z,1,Q9ALS9
302324,5t52,1,P86993
302325,5t58,1,Q6CLK3
302326,5t5j,1,P86993
302327,5t5o,1,P86993
302328,5t63,1,P72780
302329,5t6a,1,Q9BJF5
302330,5t6c,1,Q9UVX3
302331,5t6j,2,P40014
302332,5t6z,1,P01889
302333,5t6z,4,P43629
302334,5t7a,1,Q9KG76
302335,5usd,1,A0A6L8PVW7
302336,5use,3,Q9KEI9
302337,5usg,3,Q9KEI9
302338,5uss,2,P01308
302339,5usx,1,Q7MLH2
302340,5ut4,1,O60674
302341,5ut6,1,O60674
302342,5utq,1,B4EA43
302343,5utr,1,B4EA43
302344,5uty,1,Q2N0S6
302345,5uu4,2,P01308
302346,5uuc,1,P00800
302347,5uuh,1,Q816E8
302348,5tad,1,P00800
302349,5tb8,1,P06746
302350,5tb9,1,P06746
302351,5tbf,1,Q9KNG2
302352,5v7c,1,Q6PKG0
302353,5v7m,1,P15873
302354,5v7q,13,P9WH81
302355,5v7q,17,P9WHD7
302356,5v7q,18,P9WHD5
302357,5v7q,31,P9WHA3
302358,5v7x,1,Q05096
302359,5v8f,4,P29496
302360,5v8f,5,P53091
302361,5v8f,6,P38132
302362,5v8f,9,P54784
302363,5v8i,8,Q72GV5
302364,5v8i,18,Q72I09
302365,5v8i,19,Q72I06
302366,5tmu,2,Q15596
302367,5tn1,2,Q15596
302368,5tn3,2,Q15596
302369,5tnd,1,A0A0H2ZD27
302370,5tng,1,A0A0H2ZD27
302371,5tnj,1,A0A0H2ZD27
302372,5tnr,1,A0A0H2ZD27
302373,5val,1,P15056
302374,5vap,2,O72142
302375,5vb2,1,A8EVM5
302376,5vbn,1,P56282
302377,5vbr,1,Q58F21
302378,5vc2,1,B5Z9V7
302379,5t14,1,Q9UBT6
302380,5t17,1,P0A9N0
302381,5t1s,1,Q9NWZ3
302382,5t1x,2,Q39487
302383,5t1y,1,Q8GSK4
302384,5t28,1,O35904
302385,5t2f,1,P22216
302386,5t2i,1,O35904
302387,5t2k,1,A0A0K2H9D8
302388,5t2p,1,L7R9I1
302389,5vra,1,P0ABE7
302390,5vrn,1,P9WGR1
302391,5vs7,1,Q8IK82
302392,5vsd,1,Q9H9B1
302393,5vsu,3,P57743
302394,5vsu,4,P40070
302395,5vsw,3,P0A8T7
302396,5vsw,4,P0A800
302397,5vt0,4,P0A800
302398,5vtd,1,P02794
302399,5vty,2,Q91MA7
302400,5vu2,3,Q5XXP3
302401,5ttt,1,P24612
302402,5tty,1,F5B6Z0
302403,5tub,1,A0A1U7Q1Z6
302404,5tud,1,P41595
302405,5tuf,1,A0A059WYP6
302406,5tug,1,Q4J9K7
302407,5tul,1,A0A0H4TXY1
302408,5tur,1,P11309
302409,5tux,1,P74102
302410,5tv6,1,O67575
302411,5tvh,1,Q8WSF8
302412,5tvy,1,P18429
302413,5tw1,6,A0QW02
302414,5tw7,1,B4RJH7
302415,5twg,1,Q9H8S9
302416,5vw1,1,Q99ZW2
302417,5vwd,1,P01889
302418,5vwf,2,P61769
302419,5vwg,1,O00214
302420,5vwj,1,P01889
302421,5vwj,2,P61769
302422,5vwm,1,P47205
302423,5vwt,1,Q4W1X2
302424,5ueu,1,O60885
302425,5uf2,1,B4RL16
302426,5ufa,1,B4RLY3
302427,5ufg,1,P20813
302428,5ufj,1,P69905
302429,5ufu,2,P80386
302430,5ug0,1,A7UPX0
302431,5ugr,1,C5B113
302432,5ugt,1,P9WGR1
302433,5ugu,1,P9WGR1
302434,5uh0,1,Q74SQ6
302435,5uh6,1,P9WGZ1
302436,5uh8,3,P9WGY7
302437,5vhh,8,O43242
302438,5vhh,13,Q9UNM6
302439,5vhi,1,P35998
302440,5vhi,2,P62191
302441,5vhi,5,P62333
302442,5vhi,19,Q13200
302443,5vhm,3,P62191
302444,5vhn,7,P62195
302445,5vhn,5,P62333
302446,5vhn,1,O75832
302447,5vho,6,P17980
302448,5vhq,4,P43686
302449,5vhs,9,O00232
302450,5vhs,16,P48556
302451,5vhy,1,D3ZK93
302452,5vi5,4,A0QSL8
302453,5vi5,7,A0QWT1
302454,5yj0,1,Q8C7D2
302455,5yj1,1,Q8C7D2
302456,5yj2,1,Q45697
302457,5yj3,3,P10074
302458,5yj4,1,P04156
302459,5yj6,1,C7ED31
302460,5z2f,1,A0A3B6UER2
302461,5z2w,2,P0A6S5
302462,5z34,1,H9JW43
302463,5z3g,5,P53927
302464,5z3g,6,P14126
302465,5z3g,14,Q12522
302466,5z3g,16,Q12690
302467,5z3g,21,P0CX49
302468,5z3g,26,P10962
302469,5z3g,35,P49166
302470,5z3s,1,Q7YS85
302471,5z51,2,P9WNW1
302472,5z86,1,P00396
302473,5z86,12,P00430
302474,5z89,1,A0A0M3PNA2
302475,5z8l,2,P59226
302476,5z8p,1,A0A0M3PNA2
302477,5z99,1,Q7VL18
302478,5z9b,1,P0AES6
302479,5z9m,1,P0AES6
302480,5z9x,1,A3KPE8
302481,5zad,1,Q02880
302482,5zah,1,P00749
302483,5zba,1,Q4WUS9
302484,5zbb,1,Q4WUS9
302485,5zbh,1,P00720
302486,5zbm,1,E1AXT8
302487,5zbq,1,P00720
302488,5zbs,1,A0A0G2K8Z9
302489,5wb5,2,E9AFM3
302490,5wb8,2,Q6UW88
302491,5wbg,1,P20813
302492,5wc7,1,P62937
302493,5wc9,1,P28069
302494,5wcu,3,P84051
302495,5wd6,1,P79125
302496,5x7d,1,P07550
302497,5x7h,1,G9MBW2
302498,5x7j,1,Q5SHX3
302499,5x7o,1,A0A193PKW5
302500,5x80,1,P9WME9
302501,5x8i,1,P49759
302502,5x8n,1,P52293
302503,5x8r,7,P82278
302504,5x8r,8,P82162
302505,5x8r,16,P06508
302506,5x8r,18,P82024
302507,5x8s,1,G1RH57
302508,5x8t,1,P28804
302509,5x8t,14,P82180
302510,5x8t,18,P17353
302511,5x8w,2,Q15788
302512,5x8z,1,A3QAQ5
302513,5x93,1,P00720
302514,5x94,1,Q06124
302515,5x94,2,P55980
302516,5x99,1,Q5SHX3
302517,5x9a,1,Q8T893
302518,5x9d,1,F9VNG5
302519,5x9h,1,Q5SMG8
302520,5x9m,1,P02883
302521,5x9w,1,Q5F5J4
302522,5xa3,1,P14779
302523,5y5o,1,Q77J78
302524,5y5s,2,D2Z0P3
302525,5y5x,5,Q5SIT5
302526,5y5x,6,P74901
302527,5y5y,5,Q5SIT5
302528,5y5z,1,Q56403
302529,5y5z,6,P74901
302530,5y60,3,O87880
302531,5y60,7,P74902
302532,5y61,2,Q9I4L6
302533,5y65,1,P18669
302534,5y6e,1,Q9K2N0
302535,5y6l,5,P14868
302536,5xjf,2,P08637
302537,5xjj,1,A0A2D0TCI5
302538,5xjl,5,P62306
302539,5xjn,1,Q8NSW2
302540,5xjq,2,P62314
302541,5xjs,1,O14893
302542,5xjt,5,P62306
302543,5xjt,6,P62308
302544,5xjy,1,O95477
302545,5xkg,3,P63043
302546,5xki,1,P41480
302547,5xkx,1,N8X9V6
302548,5xky,1,N8X9V6
302549,5xl3,2,P19696
302550,5xl7,1,P19696
302551,5xlg,2,P21852
302552,5xlg,1,P21853
302553,5xlm,1,P9WI69
302554,5xlt,2,Q6B856
302555,5xlv,1,P9WPA7
302556,5xlz,3,P63043
302557,5xm0,1,P84244
302558,5yvv,2,Q2YHF0
302559,5yvv,1,Q2YHF0
302560,5yw9,1,Q61743
302561,5ywd,1,A0A1U7R319
302562,5yws,1,Q91XB0
302563,5ywt,1,Q91XB0
302564,5yxe,1,P49064
302565,5yxn,4,P61769
302566,5yxy,1,Q8NKS2
302567,5yy8,1,Q9Y6Y0
302568,5yz0,1,Q13535
302569,5yz3,1,P81947
302570,5yz6,1,D8UFB5
302571,5yza,1,Q16555
302572,5xtd,28,Q9NX14
302573,5xtd,35,P03915
302574,5xtd,37,O75438
302575,5xtd,41,P03886
302576,5xte,3,P47985
302577,5xti,35,P03915
302578,5xtq,1,P41480
302579,5xtv,1,P34736
302580,5xtz,2,P68431
302581,5xug,1,A0A2U8ZTY7
302582,5xup,1,P54274
302583,6a28,1,O32504
302584,6a2b,1,Q9TPA7
302585,6a2n,1,D9N170
302586,6a2u,1,A0A0H3KLY3
302587,6a31,1,D0C9L6
302588,6a38,1,P62826
302589,6a3c,2,P41920
302590,6a3d,1,O52792
302591,6a3v,1,P41273
302592,6a45,1,Q9R1A9
302593,6a4d,1,Q47VZ4
302594,6a4i,1,P48775
302595,6a5l,8,C4R273
302596,6a5l,17,P62805
302597,6a5o,4,C4R2U9
302598,6a5o,5,C4R3P8
302599,6a5o,8,C4R273
302600,6a5p,2,C4QZQ7
302601,6a5p,5,C4R3P8
302602,6a5p,10,C4R009
302603,6a5p,11,C4R3Z5
302604,6a5p,17,P62805
302605,6a5r,8,C4R273
302606,6a5r,9,F2QPE6
302607,6a5r,10,C4R009
302608,6a5r,16,P84243
302609,6a5r,18,P04908
302610,6a5t,1,C4R4Y0
302611,6a5t,4,C4R2U9
302612,6a5t,7,C4R9A1
302613,6a5t,18,P04908
302614,6a5u,12,F2QMI1
302615,6a5u,19,P06899
302616,5yql,1,Q8IXJ6
302617,5yqm,1,Q8IXJ6
302618,5yqq,1,Q06681
302619,5yqr,1,P00720
302620,5yqr,1,Q08001
302621,5yr4,1,P53582
302622,5yr9,1,P11041
302623,5yrd,1,P11041
302624,5yrj,2,A0A2Z5V8U8
302625,5yrn,1,O43353
302626,5yrz,1,A0A0H2URC7
302627,5ys1,1,P36649
302628,5ys2,1,T2FL65
302629,5ys8,1,A8ALU5
302630,5ysh,2,Q59471
302631,5ysh,3,Q59472
302632,5ysi,1,Q5ZTK4
302633,5ysj,1,Q5ZTK4
302634,5ysr,2,P19636
302635,5ysu,1,P62826
302636,5zv5,1,A0A0E3X5I8
302637,5zv7,1,A0A0E3X5I8
302638,5zvb,1,Q9HC16
302639,5zw6,1,O64094
302640,5zwe,2,Q15648
302641,5zwn,18,Q07508
302642,5zwn,20,P23394
302643,5zwo,8,P36048
302644,5zwo,13,P40089
302645,5zwo,41,P19736
302646,5zx2,2,P9WGY9
302647,5zy8,1,P9WFJ9
302648,5zy8,2,I6WYY7
302649,5zya,2,O75533
302650,5zyb,1,Q51578
302651,5yd8,2,Q5FWF4
302652,5ydn,1,Q9T1V9
302653,5ydx,1,P46937
302654,5ydz,1,Q99J21
302655,5ye2,1,Q99J21
302656,5yec,1,P38862
302657,5yef,1,P49711
302658,5yek,1,A0QX69
302659,5yep,2,Q8ECH6
302660,5yet,1,Q5UQV1
302661,5yev,1,P0AEX9
302662,5yf2,1,Q8N4J0
302663,5yf6,1,Q5U8X5
302664,5yf9,1,P19784
302665,5yft,1,O57947
302666,5yg0,1,A5K8L9
302667,5yg1,1,A5K8L9
302668,5yg9,1,O57947
302669,5ygk,1,X5IYJ5
302670,5ygm,1,P55915
302671,5xdq,2,P68530
302672,5xe1,1,P14902
302673,5xey,1,B1MK49
302674,5xez,1,P00720
302675,5xf5,4,P06899
302676,5xf8,5,P53091
302677,5xfm,1,Q8A1K0
302678,5xfp,1,O43189
302679,5xfq,3,P68431
302680,5xfs,2,P9WI31
302681,5xfw,1,Q57U83
302682,5wf0,3,P60422
302683,5wf0,8,P0A7R1
302684,5wf0,18,P0AG48
302685,5wf0,19,P61175
302686,5wf0,38,P0A7W1
302687,5wf0,42,P0A7X3
302688,5wf0,44,P0A7R9
302689,5wf0,47,P0AG59
302690,5wf0,49,P0A7T3
302691,5wf0,50,P0AG63
302692,5wf7,2,G0RYC6
302693,5wfn,1,P10987
302694,5wfo,1,P01112
302695,5wfs,50,P0AG63
302696,5wfu,1,Q9CQV8
302697,5wg4,1,P25098
302698,5wg5,2,P62871
302699,6a87,1,A0A384E107
302700,6a8i,1,Q93HT9
302701,6a90,1,D0E0C2
302702,6a95,1,D0E0C2
302703,6a97,1,Q8HWE5
302704,6a9e,1,P00720
302705,6a9o,1,P00441
302706,6a9w,1,M5AAG8
302707,6a9x,1,Q9DCD6
302708,6aah,1,P23458
302709,6aam,1,P29597
302710,6abj,1,Q9I530
302711,5wru,1,O77392
302712,5wrv,1,Q9UHB9
302713,5ws5,5,P12238
302714,5ws5,11,P12241
302715,5ws5,13,D0VWR2
302716,5ws5,20,P0DM37
302717,5ws6,5,P12238
302718,5ws6,13,D0VWR2
302719,5wsg,5,P28004
302720,5wsg,32,Q08963
302721,5wsg,10,P53333
302722,5wsy,1,Q79ZR9
302723,5wt4,1,O25008
302724,5wtb,1,Q932F7
302725,5wtf,1,P08617
302726,5wu2,1,Q9H6E5
302727,5wu6,1,Q9H6E5
302728,5wu7,1,O50094
302729,6aef,1,P9WIK7
302730,6aep,1,P67524
302731,6af2,1,Q73WE5
302732,6af9,1,Q99497
302733,6agb,10,P40571
302734,6agf,1,P35499
302735,6ago,2,Q9UBU8
302736,6agq,1,A0A452CSP2
302737,6agt,1,Q8IDJ8
302738,6agy,1,Q7Z8P9
302739,6ah0,27,Q13435
302740,6ah0,4,P62316
302741,6ah0,9,P14678
302742,6ah0,41,Q9BUQ8
302743,6ah0,14,Q9Y4Z0
302744,6ah0,25,Q12874
302745,6ah0,18,O95777
302746,6ah3,2,P41812
302747,6ah3,4,P38336
302748,6ah3,5,P28005
302749,6ah3,6,P53218
302750,6ah3,9,P38786
302751,5zep,38,A0QSG5
302752,5zep,47,A0QV03
302753,5zet,9,A0QSP8
302754,5zet,10,A0QSF9
302755,5zet,13,A0QSL9
302756,5zet,18,A0QSD6
302757,5zet,19,A0QSD3
302758,5zet,23,A0QV03
302759,5zeu,20,A0QSL5
302760,5zeu,10,A0QVQ3
302761,5zeu,14,A0R102
302762,5wwm,1,Q05022
302763,5wwq,1,Q8TEA1
302764,5www,1,Q5U5Q3
302765,5wx1,1,Q5U8X5
302766,5wxc,2,P61769
302767,5wxe,1,A0A2R2JFU3
302768,5wxg,2,P68431
302769,5wxk,1,E6MVV9
302770,5wxm,2,P47083
302771,5wy4,1,G0S5L1
302772,5wzu,1,Q9NZK7
302773,5wzz,1,Q8IUQ4
302774,5wzz,2,O15169
302775,5zji,5,P04966
302776,5zji,8,B4FAW3
302777,5zji,9,A0A1D6HY75
302778,5zji,11,B6U534
302779,5zjp,1,Q9KR62
302780,5zjq,1,P09087
302781,5zjt,1,P09087
302782,5zk8,1,P08172
302783,5zka,2,Q8RDN6
302784,5zkj,1,Q9Y2C4
302785,5zkn,1,Q8RDN5
302786,6anq,2,P03366
302787,6anv,1,L7P7M1
302788,6anv,1,P0AEX9
302789,6anz,1,B4RQJ2
302790,6aoa,1,A0A060H1D7
302791,6aod,3,P03951
302792,6aoi,1,Q07422
302793,6aok,1,Q5ZZB5
302794,6aoz,1,Q9UKL3
302795,6ap5,1,G7CIN2
302796,6ap8,1,Q10QA5
302797,6aph,1,A0A077EDS4
302798,6apk,1,Q4U443
302799,6aqf,1,P0ABE7
302800,6aqr,5,P53165
302801,6aqu,1,Q8I3X4
302802,6ar0,1,Q14BN4
302803,6ar2,1,Q14BN4
302804,6ar9,1,Q38CA1
302805,5znx,1,A0A3Q0L222
302806,5zo6,1,P09919
302807,5zop,2,Q9Y618
302808,5zox,1,P46881
302809,5zp3,1,P46881
302810,5zpd,1,P46881
302811,5zpi,1,P46881
302812,5zpj,1,P46881
302813,5zpr,1,P46881
302814,5zpu,3,P30822
302815,5zqa,1,Q8Y3M3
302816,5zqe,1,Q8Y3M3
302817,5zqi,1,A0A4V8GZK9
302818,5zqn,1,P9WML9
302819,5zqp,2,Q9H2K2
302820,5zqr,1,Q9H2K2
302821,5zr8,1,E5KIY2
302822,5zrm,1,P18669
302823,5zrq,1,W0TJ64
302824,6ajv,1,O60885
302825,6ak0,1,A0A493R6M6
302826,6akd,1,A0A077KUW8
302827,5wj6,2,O94925
302828,5wjg,1,P06873
302829,5wjn,1,P04439
302830,5wjn,3,Q6YMS4
302831,5wjt,1,P02968
302832,5x2m,1,A0A173M0G2
302833,5x2n,2,A0A173M094
302834,5x2o,2,A0A173M094
302835,5x2t,1,P69905
302836,5x30,2,P13254
302837,5x34,1,P62694
302838,5x36,1,P62694
302839,5x3f,1,P38507
302840,5x3t,2,O53779
302841,5x3x,1,O68106
302842,5x40,1,O68106
302843,5x49,1,Q9NQH7
302844,5x4a,1,A4CYJ6
302845,5x4b,1,P50743
302846,5x4u,1,K9TLZ5
302847,5x51,2,C4QZQ7
302848,5x51,10,C4R009
302849,5x51,11,C4R3Z5
302850,5w6r,1,P03452
302851,5w7f,1,O35298
302852,5w7k,1,A0A1B2TT18
302853,5w7w,1,Q8IW19
302854,5w88,1,P63316
302855,5y21,2,Q9FKW0
302856,5y27,1,P87174
302857,5y29,1,A0A221ZS22
302858,5y2v,1,P73862
302859,5y30,1,O95970
302860,5y32,2,Q64487
302861,5y37,1,Q8E3E8
302862,5y39,1,Q6IAA8
302863,5wmm,1,Q333U7
302864,5wmp,1,P01889
302865,5wmt,1,P41148
302866,5wn0,1,P27695
302867,5wn5,4,P27695
302868,5wnp,18,Q5SLQ0
302869,5wnq,5,Q5SHQ5
302870,5wnq,11,P80376
302871,5wnq,16,Q5SJH3
302872,5wnq,19,Q5SHP2
302873,5wnr,2,P80371
302874,5wnr,21,Q5SIH3
302875,5wns,10,Q5SHN7
302876,5wns,13,P80377
302877,5wnt,3,P80372
302878,5wnt,7,P17291
302879,5wnt,9,P80374
302880,5wnt,13,P80377
302881,5wnt,15,Q5SJ76
302882,5wnt,17,P0DOY7
302883,5wnt,20,P80380
302884,5wnt,21,Q5SIH3
302885,5wnu,18,Q5SLQ0
302886,5wnu,21,Q5SIH3
302887,5wnv,6,Q5SLP8
302888,5wnv,8,P0DOY9
302889,5wnv,15,Q5SJ76
302890,5wnv,17,P0DOY7
302891,5wnv,21,Q5SIH3
302892,5wnz,4,P06746
302893,5wo0,4,P06746
302894,5wo4,1,P23458
302895,5woo,1,P0A0N2
302896,5xog,4,C4R2U9
302897,5xog,9,F2QPE6
302898,5xog,11,C4R3Z5
302899,5xog,12,F2QMI1
302900,5xog,16,A0A1B2JER8
302901,5xoi,1,Q10BI6
302902,5xon,3,C4R7L2
302903,5xon,6,C4R1V1
